srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,age_gender
259,4,11,4,3,3,3,3,3,2,2,3,2,2,2,2,4,1,6,4
1122,5,16,3,4,2,2,2,3,2,3,3,3,5,5,4,5,-1,-1,8
1531,2,11,1,4,4,4,3,4,2,4,4,2,4,4,4,2,0,12,1
2005,5,16,4,3,3,1,2,2,2,2,4,1,4,2,4,2,1,1,4
127,2,15,1,4,4,5,4,3,3,4,3,3,4,5,5,2,1,6,3
2162,2,1,1,3,3,3,3,1,2,1,2,2,4,2,2,4,0,12,3
1085,5,1,3,2,2,2,2,3,3,4,4,4,4,4,5,4,-1,-1,5
1715,4,13,3,4,3,2,2,2,2,3,2,2,1,2,2,2,1,1,3
735,2,16,3,4,3,2,2,1,1,1,1,2,2,4,2,2,1,6,5
1468,2,11,4,3,3,3,2,3,4,3,4,4,4,4,4,4,0,8,2
1415,4,13,3,5,3,3,5,1,1,2,1,3,4,1,2,4,1,6,1
471,2,1,3,3,3,3,3,1,1,2,2,2,4,4,2,1,0,12,5
1401,2,1,5,5,4,4,4,1,1,1,1,1,2,4,2,5,-1,-1,8
1588,2,5,1,2,4,3,2,2,2,3,3,3,1,4,2,1,-1,-1,4
291,5,1,17,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,3
234,4,1,1,4,4,4,4,2,3,3,2,3,4,4,4,4,1,1,3
563,1,36,4,4,2,4,2,3,2,2,3,3,4,4,4,5,0,12,5
2126,1,1,96,4,4,4,5,1,1,2,1,1,2,2,4,1,2,6,6
404,5,11,3,3,3,1,3,2,2,2,4,1,1,2,2,1,0,8,7
1360,1,1,1,1,5,5,5,4,3,3,4,4,5,4,4,5,-1,-1,7
1638,2,11,3,1,1,1,1,1,1,2,3,1,4,4,4,4,1,6,3
91,4,4,1,2,5,2,2,1,2,3,3,2,2,4,4,2,1,1,2
53,2,1,3,3,3,3,2,4,3,4,4,4,4,5,2,2,1,1,2
1821,2,4,1,4,4,4,3,2,2,4,3,3,2,2,2,2,0,12,7
950,2,4,3,4,5,4,4,2,2,3,4,2,5,4,2,2,0,12,3
1504,2,13,3,4,4,4,2,1,1,3,3,1,2,4,2,2,0,12,4
177,4,1,3,2,3,4,2,2,2,2,4,2,5,4,2,2,1,1,3
1492,4,16,3,4,1,2,3,1,1,2,1,1,1,2,2,1,1,1,5
324,4,16,3,3,3,3,2,2,2,2,2,2,2,4,4,2,0,12,6
2354,2,4,2,4,4,4,4,1,2,2,2,2,1,4,4,2,2,6,8
2022,2,-98,1,2,2,3,2,2,1,2,3,2,4,5,4,4,1,6,4
161,2,34,1,3,3,4,3,3,3,4,3,3,4,4,4,2,0,12,5
506,2,37,4,3,3,3,3,3,3,4,4,3,4,5,4,4,1,6,4
81,2,1,6,5,5,5,4,4,3,3,4,3,4,4,4,4,0,8,3
2385,4,1,3,4,4,4,3,4,2,3,3,3,4,2,4,5,0,12,3
1818,2,-98,4,3,3,3,3,4,4,-98,4,4,4,4,4,4,1,6,4
961,2,20,3,3,1,3,1,1,1,1,1,1,4,4,4,4,0,12,7
855,2,29,1,5,5,5,4,2,1,3,2,2,2,4,4,1,0,12,5
1710,2,34,1,3,3,2,2,3,2,3,3,2,5,5,4,4,-1,-1,8
1370,4,13,11,4,3,3,4,2,1,2,1,2,3,4,2,2,-1,-1,6
1625,5,13,16,2,2,2,2,2,3,3,2,2,2,4,1,1,0,12,3
123,2,11,6,2,1,2,2,1,1,2,3,1,4,4,4,4,1,6,6
564,2,11,1,2,2,4,2,1,1,1,2,2,4,4,4,2,0,12,7
1804,4,15,3,1,2,2,1,1,1,1,3,2,2,2,4,1,0,12,3
968,2,36,3,2,4,4,3,1,1,1,2,1,2,4,4,2,2,6,5
2443,1,19,3,4,4,2,2,1,1,2,4,1,1,1,1,1,1,6,4
2528,2,6,-98,5,3,4,3,2,3,2,1,1,5,5,5,5,1,1,4
943,2,36,1,2,2,2,2,2,2,2,2,2,2,4,2,1,0,8,1
1722,2,1,3,4,4,4,3,2,2,2,3,3,2,4,4,2,0,12,1
1574,2,13,1,2,1,2,3,2,2,3,3,2,2,1,4,2,0,12,7
1449,5,11,5,3,2,4,2,1,1,2,3,1,2,2,4,2,1,1,6
241,2,11,4,3,2,2,2,1,1,2,3,1,1,1,1,1,0,12,3
531,2,1,1,1,2,1,2,1,1,1,1,1,5,5,5,1,1,1,4
115,4,1,95,1,2,2,2,2,2,2,4,2,4,2,2,4,1,1,4
1660,2,11,2,4,2,4,4,1,1,2,3,2,4,4,4,2,-1,-1,7
1939,4,13,15,3,3,3,3,1,2,2,3,2,2,2,2,4,2,6,5
1717,2,19,1,3,2,3,3,3,2,3,2,2,4,5,5,1,0,12,7
706,4,11,4,1,2,2,2,2,2,2,2,1,4,5,4,2,0,12,1
447,2,13,2,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,1
2359,2,17,3,2,4,2,2,1,1,1,1,1,2,4,2,2,1,1,4
1513,2,11,4,2,2,4,3,3,2,2,4,3,2,2,2,4,0,8,1
1461,4,11,3,2,2,1,1,1,2,3,1,1,2,4,4,1,2,6,8
1799,2,1,4,1,2,3,3,1,1,1,2,3,4,5,2,2,1,6,4
529,2,36,11,2,3,3,3,1,2,2,2,1,4,2,2,1,0,12,5
72,4,1,3,3,3,3,4,1,1,1,3,1,1,1,5,2,1,1,4
834,2,1,1,2,3,2,3,1,1,4,3,2,2,4,4,2,0,8,6
1795,4,28,4,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,3
574,4,19,3,2,3,2,3,2,1,2,3,1,4,4,2,4,1,6,6
196,2,1,1,4,4,4,4,2,3,3,3,3,4,4,4,2,1,6,4
1941,2,19,-98,3,3,3,5,4,4,4,4,2,4,4,4,1,0,12,1
1409,2,35,3,3,3,2,2,3,1,1,1,1,2,4,4,1,2,6,8
1380,2,29,3,5,5,4,4,2,3,3,3,2,1,2,1,1,1,6,3
2557,2,35,15,4,4,4,4,3,4,1,1,1,2,5,1,2,1,6,5
2071,2,11,3,3,3,4,2,3,3,3,4,4,4,4,4,2,1,6,2
274,4,20,3,3,3,3,3,3,3,2,3,3,5,5,5,2,2,6,6
171,2,11,1,3,2,4,2,3,2,2,3,2,1,2,2,2,0,12,3
179,5,11,4,3,3,2,3,2,1,1,1,1,2,1,1,2,0,12,3
1247,2,-98,1,4,2,4,3,2,2,2,2,2,2,2,2,2,0,12,7
1114,5,16,4,2,2,2,1,2,2,2,2,1,2,2,2,2,0,12,3
508,2,13,3,3,4,4,3,4,4,4,4,3,2,5,4,4,1,6,4
328,2,17,3,1,-98,1,2,2,4,2,2,1,4,5,5,4,-1,-1,6
62,5,13,11,3,4,2,2,3,4,2,2,1,2,2,2,2,0,12,3
2056,5,16,1,1,1,1,1,1,1,1,1,1,5,5,5,1,0,12,3
2288,1,11,3,2,1,3,2,2,2,2,2,2,1,4,5,1,1,1,5
373,2,35,3,5,1,1,1,1,4,1,4,3,5,5,5,4,1,6,1
1161,5,29,4,5,5,4,2,2,1,1,2,1,2,4,4,1,-1,-1,4
1551,2,13,3,5,4,-98,-98,1,1,1,1,1,2,5,2,1,-1,-1,6
544,2,20,4,3,3,3,3,2,2,2,4,3,2,4,4,4,1,6,3
895,2,20,1,4,2,3,4,1,1,2,2,1,2,2,2,2,1,6,4
1613,5,1,11,2,2,1,2,2,2,2,3,1,4,4,4,2,0,12,6
188,2,16,1,4,3,2,3,1,1,2,1,1,4,4,4,1,0,8,3
1641,2,11,4,3,3,4,4,2,2,2,2,2,2,4,2,2,1,6,4
1472,2,37,3,4,4,4,2,1,2,2,2,3,5,4,4,2,1,6,2
1502,2,-98,3,3,3,3,5,1,1,1,2,1,2,2,2,1,1,6,4
674,4,13,1,4,4,4,4,2,1,3,2,1,4,4,4,2,0,12,5
2584,2,11,-99,3,3,-99,5,2,1,2,2,1,2,4,4,4,2,6,7
2390,2,16,-98,5,2,3,3,1,1,1,2,1,2,4,2,2,0,12,6
105,2,4,3,3,1,2,1,1,1,1,1,1,5,5,5,5,2,6,4
1581,2,1,3,3,5,3,1,2,1,2,2,1,4,4,4,1,1,6,4
1898,4,1,1,4,3,3,3,2,3,3,3,3,2,5,2,2,0,12,4
253,2,16,4,2,2,3,1,1,1,2,3,2,1,4,1,4,1,6,4
1436,2,36,3,5,5,4,5,2,1,1,2,1,4,5,4,5,0,12,6
487,1,28,1,5,5,5,5,1,2,1,2,1,1,4,2,2,0,12,7
1578,5,13,3,3,3,1,1,1,1,1,1,1,4,2,4,2,2,6,7
873,2,13,-99,3,3,2,5,1,1,2,2,1,2,2,2,1,0,8,8
1871,2,29,4,3,3,4,3,3,2,3,3,2,1,4,2,2,0,12,7
589,1,6,8,2,2,3,3,2,3,3,3,1,2,5,5,2,0,8,6
590,2,11,4,1,2,3,4,3,3,3,4,3,2,2,2,4,0,8,4
643,5,13,11,4,3,3,3,2,1,2,1,1,2,2,4,1,1,6,6
851,2,1,1,3,3,4,4,2,1,4,2,2,2,4,2,2,0,12,7
1691,1,29,4,4,3,4,3,1,2,2,2,1,4,1,4,4,1,6,4
1452,1,1,1,5,5,5,1,1,1,1,4,1,5,5,5,1,-1,-1,7
1937,2,26,97,2,2,2,2,4,4,4,4,4,4,2,4,4,0,3,1
55,2,1,3,2,1,3,4,3,2,4,3,2,4,2,1,1,0,12,4
671,4,-99,4,3,3,3,3,1,1,3,3,1,2,4,4,4,1,6,2
149,2,35,3,2,-98,3,3,2,3,3,3,3,2,4,4,4,0,12,4
584,4,37,3,2,1,1,1,3,3,1,4,2,5,5,4,4,1,6,4
1040,1,1,96,2,1,1,2,2,1,2,3,1,4,5,4,2,-1,-1,7
963,2,36,6,2,2,4,3,2,1,2,3,1,4,4,4,2,0,12,5
1811,2,13,6,4,4,4,2,3,2,3,2,2,2,4,2,2,1,6,5
381,2,20,3,1,2,3,4,2,1,4,3,2,1,4,2,2,0,12,7
585,2,1,1,2,2,3,3,2,2,3,2,1,2,2,2,2,0,8,8
650,2,13,5,4,4,4,4,4,3,3,1,3,4,4,4,4,0,12,5
1738,2,32,1,4,5,5,4,3,1,1,1,1,2,2,4,4,2,6,7
758,4,11,5,2,2,2,2,2,2,2,2,2,2,5,4,2,2,6,5
2319,4,1,3,3,3,2,2,2,2,2,3,1,2,2,2,4,-1,-1,6
1723,4,13,-98,3,4,3,2,3,2,3,3,3,2,5,4,1,2,6,8
907,2,5,1,5,5,4,5,1,1,3,2,1,4,5,4,2,0,12,8
109,4,13,2,2,1,1,1,1,1,1,1,1,5,5,5,1,1,1,8
2286,5,2,13,2,1,2,2,2,2,2,2,2,4,5,4,2,0,12,7
302,2,16,4,4,4,2,2,2,2,2,2,2,2,1,1,2,1,6,6
1398,2,13,3,5,5,3,5,2,2,2,1,2,2,4,4,1,0,12,7
364,5,32,1,5,2,4,2,1,1,1,1,1,2,4,2,1,0,12,7
86,4,11,3,2,2,2,2,2,1,2,4,1,1,2,2,4,0,8,6
1336,2,20,4,3,2,3,2,4,3,-98,3,2,5,5,5,5,1,1,7
922,2,-99,3,2,2,3,4,2,3,2,3,3,4,4,4,4,1,1,4
1491,4,36,1,5,5,5,5,1,1,2,1,1,1,5,1,5,0,12,4
1601,4,36,3,3,2,4,2,2,1,2,3,2,4,2,2,4,2,6,5
1485,1,20,3,4,3,3,3,3,3,3,3,2,2,4,2,2,1,6,8
2548,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,3
2343,4,16,-98,4,4,3,4,2,2,2,2,2,2,2,-98,2,0,12,7
483,5,20,96,2,3,2,1,1,1,1,1,1,1,2,1,1,0,12,5
848,2,32,97,3,2,3,3,3,3,4,2,2,2,5,4,2,1,6,5
1554,2,11,1,3,2,3,2,2,2,4,3,2,2,4,2,1,0,12,5
1018,2,32,2,2,2,2,2,2,2,4,2,1,2,4,4,4,0,12,5
558,4,17,-98,3,3,3,2,3,4,4,4,4,4,4,4,4,1,1,8
1179,4,32,1,1,1,1,1,1,1,1,2,3,-98,5,5,5,-1,-1,7
1865,4,16,-99,1,4,2,1,1,1,1,2,2,1,1,1,2,1,6,5
2388,4,19,1,1,1,1,1,4,1,-98,3,1,4,4,1,1,-1,-1,5
1244,2,1,1,2,1,3,5,1,1,3,3,3,4,4,2,4,0,12,7
85,4,16,1,4,4,5,5,3,3,4,4,3,1,1,1,1,1,1,4
982,2,29,1,3,3,3,3,1,1,1,1,1,2,4,2,4,0,8,8
1997,4,36,4,3,3,3,3,2,1,2,2,2,2,1,1,4,0,12,7
1087,4,13,1,5,4,2,5,1,1,1,1,2,5,5,5,5,-1,-1,4
1386,4,28,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8
1573,1,1,1,3,3,2,2,1,1,3,1,1,4,5,4,1,1,1,4
1418,4,1,96,5,5,5,5,1,1,1,1,1,4,5,2,1,1,6,6
1647,2,1,1,1,1,1,1,1,2,1,1,1,5,5,5,1,1,1,4
1068,4,36,2,2,4,2,4,2,1,2,2,2,2,4,4,2,0,12,5
1918,2,16,2,5,2,2,3,3,4,4,3,3,2,2,2,2,-1,-1,7
65,4,16,6,3,2,3,2,2,1,3,2,2,5,4,4,1,0,12,7
1203,4,11,96,3,3,3,3,2,2,1,3,2,4,4,5,1,0,12,7
2105,2,36,1,2,2,2,2,1,1,1,1,1,2,4,4,2,0,12,8
441,4,16,1,4,4,4,2,1,2,1,1,1,1,2,2,1,0,12,6
1035,2,13,1,3,2,3,2,2,1,3,2,2,4,5,5,4,0,12,8
1769,2,30,-98,4,1,1,4,1,2,2,2,1,2,2,2,2,0,12,8
1991,4,36,97,4,2,4,4,2,1,3,3,1,4,2,4,4,0,12,5
1346,2,13,96,3,2,3,3,1,2,1,2,4,4,4,4,3,-1,-1,8
202,2,1,1,4,2,4,3,2,2,3,2,2,4,4,4,4,0,12,7
521,2,17,1,4,4,4,4,3,2,2,3,3,4,4,4,2,1,6,5
1752,2,16,96,2,2,1,1,1,2,1,1,1,1,1,2,1,1,6,5
709,4,1,2,2,1,2,1,3,2,3,4,3,1,4,5,1,1,6,3
271,4,1,1,2,4,1,2,1,1,1,2,1,1,1,1,1,2,1,6
1316,2,11,3,4,4,5,4,3,3,4,4,3,1,4,4,2,0,12,7
909,5,11,4,1,1,2,3,1,1,1,2,1,1,1,2,1,2,6,6
1658,1,6,1,5,5,5,5,1,3,3,4,3,1,5,5,5,-1,-1,7
1232,2,17,2,3,4,4,4,1,2,3,2,2,2,2,5,1,1,1,8
1608,2,34,2,4,4,3,3,4,1,4,4,1,4,4,4,-99,-1,-1,6
1626,1,1,3,3,3,4,4,3,3,3,3,3,1,1,2,4,1,6,2
1876,4,34,1,3,3,4,1,1,2,3,3,1,2,2,4,1,0,12,6
1729,5,13,5,2,1,2,2,2,1,1,1,1,1,5,5,5,-1,-1,7
1138,2,11,3,4,2,4,3,1,1,2,2,1,1,4,4,1,0,8,7
2325,2,16,3,3,2,4,3,2,3,4,3,2,2,2,4,4,0,12,3
1189,2,-99,2,3,2,4,3,2,3,3,3,3,2,4,4,1,0,12,7
431,2,4,3,5,5,4,4,3,3,3,2,3,2,5,4,2,1,6,5
80,2,17,3,3,4,4,3,1,2,2,2,2,2,2,2,4,0,12,5
2374,1,34,5,5,4,1,4,2,1,3,3,1,1,1,1,2,1,6,7
2300,2,1,2,2,4,3,2,3,3,3,3,2,2,4,2,4,0,12,5
213,2,1,3,1,1,2,2,1,1,2,2,1,1,2,4,1,0,12,8
1631,2,1,1,5,5,1,1,1,1,1,1,1,2,5,5,1,2,6,7
96,4,16,4,5,5,5,5,1,1,1,2,1,4,4,1,2,1,1,6
2257,2,1,2,4,2,3,2,2,2,3,2,1,4,4,4,2,1,6,8
517,4,16,-99,5,3,1,1,1,1,1,1,1,2,5,4,2,0,12,7
383,4,16,3,5,5,4,5,2,2,2,2,1,4,4,4,2,2,6,5
651,4,13,11,1,1,1,1,1,1,1,3,1,4,4,4,1,0,12,3
1148,2,5,3,4,3,3,4,2,3,4,4,3,2,4,2,4,2,1,6
312,2,36,1,3,2,3,2,2,2,2,2,2,2,2,4,2,0,12,8
2050,1,26,1,4,4,4,3,3,3,3,3,2,4,4,4,4,0,12,7
1923,2,20,3,4,3,3,2,2,2,2,2,2,2,2,4,2,0,12,5
1553,2,13,5,4,-98,3,3,2,2,2,2,2,5,5,5,5,-1,-1,5
408,2,11,1,4,3,4,4,2,1,2,3,2,1,2,2,2,0,12,6
781,2,16,1,3,3,3,2,2,1,1,2,1,5,5,5,1,1,6,8
1484,4,11,4,1,1,1,1,1,1,1,2,1,2,2,2,1,0,8,8
1098,2,13,1,1,1,3,1,1,2,2,1,1,2,4,5,1,-1,-1,5
562,2,19,2,4,2,4,3,4,3,4,3,3,4,2,4,2,1,6,5
1082,2,16,3,3,3,4,4,3,3,2,4,3,4,4,4,4,1,1,5
473,1,29,3,2,1,2,2,1,1,2,2,2,2,4,2,2,0,12,5
1907,2,29,17,2,2,3,3,3,2,3,3,3,2,4,2,4,0,12,7
434,4,1,1,4,2,4,3,2,2,2,2,2,2,2,4,2,2,6,3
1330,4,20,4,3,2,2,2,2,2,3,3,2,2,2,2,2,0,12,6
1584,2,32,4,3,2,2,2,4,2,3,2,2,2,2,2,3,-1,-1,6
2540,4,33,6,5,3,4,5,3,2,3,3,3,2,2,2,2,1,6,3
1624,2,16,3,2,3,2,2,2,2,1,2,2,1,2,1,1,1,6,3
1724,2,1,3,3,2,2,2,2,2,2,2,2,1,2,4,2,1,6,2
1704,4,34,2,1,1,2,2,1,2,1,1,1,2,4,2,2,0,12,5
1196,4,36,3,2,2,2,1,2,3,2,3,1,4,4,2,4,1,6,3
175,2,13,1,5,5,5,5,1,1,1,1,1,1,4,1,2,1,1,3
1756,2,20,-98,4,4,3,3,2,2,2,3,3,5,5,5,4,1,1,4
1582,2,19,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
110,2,36,8,4,2,3,2,1,2,1,1,2,2,5,2,4,0,12,1
399,2,1,1,3,2,2,2,3,3,3,3,2,4,5,4,4,1,1,6
828,5,16,4,4,1,3,3,2,2,2,3,2,2,4,4,2,0,12,8
1845,4,11,4,2,3,3,3,3,3,3,4,3,2,2,2,2,0,12,1
1512,2,96,4,3,4,4,4,3,3,3,3,2,4,4,4,2,1,6,4
1314,2,13,3,3,3,3,3,2,2,2,3,2,2,2,2,2,1,1,1
2191,2,11,96,2,2,2,2,1,2,2,1,1,2,4,4,2,0,8,6
1304,5,16,4,2,1,1,1,1,2,1,2,1,2,4,4,2,0,8,6
1797,2,13,1,4,5,5,3,2,1,3,3,1,4,2,2,2,0,12,3
1215,4,5,4,3,4,3,3,2,2,2,2,2,4,4,4,2,1,6,6
395,4,16,4,1,1,2,1,1,1,2,3,1,2,2,2,2,1,6,3
2159,2,96,4,4,4,3,3,1,1,3,2,1,1,2,4,2,0,12,5
1545,4,11,3,3,3,2,2,2,2,3,3,3,1,2,1,1,0,12,6
1565,2,1,1,1,2,3,2,1,1,3,1,1,1,2,1,4,-1,-1,5
1576,4,5,3,2,2,3,2,1,2,2,1,1,4,5,4,2,0,8,1
2264,4,11,4,3,2,3,3,2,2,3,2,2,5,5,5,5,0,12,8
477,4,18,3,2,2,1,2,1,1,1,2,1,1,4,2,4,2,6,7
1697,2,34,4,1,1,1,2,2,2,1,2,1,1,1,1,1,0,12,2
1765,2,32,4,3,5,4,4,1,1,1,2,3,1,5,5,5,1,1,2
2003,2,13,11,4,4,4,4,1,1,2,2,2,4,4,2,4,1,6,5
1633,1,11,3,4,2,4,3,2,3,2,3,3,2,4,4,2,1,1,6
367,2,20,3,2,1,1,1,1,1,1,1,1,2,5,5,1,1,6,4
407,2,-98,3,2,3,2,2,1,1,1,1,1,4,4,4,4,1,1,3
1731,2,1,3,4,3,4,4,3,3,3,3,4,4,5,5,1,2,6,6
1598,4,11,3,4,3,2,2,2,2,3,3,1,2,4,4,1,0,12,7
612,2,11,3,3,2,4,2,2,2,4,3,2,5,4,4,2,1,6,2
341,2,1,6,3,4,4,4,3,3,3,3,3,4,4,4,2,1,6,3
2179,2,16,3,1,1,1,1,1,1,1,1,1,2,2,2,1,0,12,4
380,2,13,1,4,4,4,4,1,2,3,2,1,2,5,4,1,0,12,8
819,4,-98,4,3,2,3,3,2,2,1,2,1,4,4,1,2,1,1,1
132,4,32,1,4,1,5,4,1,1,1,1,1,2,5,4,2,1,6,5
346,3,35,4,3,2,3,2,1,2,2,2,2,2,2,4,4,1,1,4
290,5,13,11,3,4,1,2,2,2,1,1,1,4,5,4,1,0,12,5
1100,1,11,1,3,3,5,3,3,4,4,3,3,4,4,4,2,1,1,4
1465,2,16,97,1,1,2,2,2,1,4,3,2,2,4,2,4,0,12,5
334,4,32,3,5,1,1,5,2,1,2,3,3,2,4,5,1,1,6,3
1928,2,1,3,4,5,4,4,1,1,1,2,1,1,4,2,2,1,1,1
513,4,11,96,2,2,2,2,2,2,2,2,2,2,2,4,2,0,8,8
512,2,17,1,5,5,2,2,1,1,1,1,1,2,4,2,2,2,6,6
719,4,16,3,2,2,2,2,4,3,1,4,4,1,1,1,1,1,1,1
1315,4,16,96,-98,2,-98,-98,2,2,3,3,2,4,5,5,2,2,1,8
1108,2,-98,4,3,4,3,2,2,1,3,3,2,4,5,5,2,0,12,2
172,2,5,3,4,4,4,4,3,2,3,3,3,2,2,2,1,1,1,4
570,2,36,3,-98,-98,3,3,3,2,3,4,3,2,2,4,4,1,1,1
1230,4,19,10,4,4,4,3,3,3,2,3,2,5,5,4,2,0,12,3
2346,2,1,3,5,5,5,1,1,1,4,3,1,5,1,2,1,-1,-1,6
254,4,11,3,5,2,3,5,1,1,1,1,1,1,2,4,1,0,12,8
1255,2,1,3,4,1,2,1,2,1,2,1,1,1,4,5,1,1,1,1
327,-98,16,-98,3,2,2,2,3,3,3,4,2,2,2,4,4,1,1,3
1906,1,1,1,4,4,4,5,3,3,3,2,2,5,5,4,1,0,12,7
2338,4,11,4,3,3,3,3,2,2,2,2,3,4,4,4,4,-1,-1,5
1146,4,35,4,1,1,1,2,1,1,2,3,2,4,4,4,4,0,12,6
699,4,96,97,1,1,2,2,3,2,1,2,2,1,2,5,2,0,12,5
421,4,11,3,3,3,4,4,2,2,3,3,3,5,5,5,4,1,13,3
1905,4,16,97,2,2,2,2,2,2,1,4,2,2,2,4,2,0,12,8
1739,1,29,1,4,4,3,2,3,4,4,4,4,4,5,2,4,1,6,2
2197,4,1,3,1,3,1,1,4,3,2,4,4,4,4,4,4,1,6,3
744,2,16,4,3,3,3,2,4,2,4,4,3,4,4,2,4,0,12,1
992,2,4,3,2,5,2,5,1,1,1,2,1,1,2,4,2,0,12,4
763,2,-99,4,2,2,2,2,1,3,2,3,1,2,2,2,2,1,1,1
981,2,13,3,2,2,2,2,2,3,2,2,3,5,5,5,5,1,6,2
2514,4,11,4,3,3,3,3,3,3,3,3,2,4,4,5,4,0,8,8
248,2,1,1,3,2,2,2,1,2,3,1,1,4,5,4,5,0,12,2
1560,4,11,4,1,1,4,4,2,4,3,3,3,1,4,1,2,0,12,3
1433,2,-98,-98,3,3,3,4,3,3,4,3,3,2,2,2,2,1,6,3
276,2,11,4,2,3,3,3,2,2,3,3,2,2,4,4,2,0,12,3
1337,2,11,3,3,2,3,2,3,2,4,4,3,4,5,2,4,1,6,1
887,1,1,1,2,3,3,3,1,1,1,2,2,1,5,4,1,0,12,3
764,2,1,1,3,3,3,3,2,2,2,2,2,2,4,2,2,0,12,5
1763,2,30,3,3,3,3,3,1,2,1,2,1,4,5,2,4,1,1,2
1785,1,-98,1,3,3,3,3,3,2,3,3,3,5,5,5,5,1,6,4
931,4,16,32,4,2,3,5,3,3,3,3,3,5,4,4,2,1,6,2
985,2,1,-98,4,4,4,4,1,2,2,2,2,4,4,4,2,1,6,3
994,2,-99,3,3,2,3,2,2,2,1,2,1,4,4,4,4,1,6,5
1712,2,29,2,2,3,3,3,2,2,2,2,2,4,4,4,4,0,12,1
136,2,1,1,2,2,3,2,1,1,3,3,2,4,4,4,2,1,1,4
1339,5,36,3,3,2,1,2,3,3,2,3,3,4,5,5,5,-1,-1,3
289,4,1,3,3,4,3,4,2,2,2,2,2,2,2,2,2,1,1,1
664,2,16,3,1,1,1,1,1,2,1,1,1,2,2,2,1,1,6,3
2133,2,13,17,2,1,2,2,1,1,1,1,1,2,2,4,2,1,1,3
967,2,13,1,2,4,3,3,3,3,3,3,3,4,4,4,4,1,6,4
1507,5,11,4,1,1,1,1,2,1,1,3,1,2,4,4,2,0,12,1
546,4,16,2,1,3,2,3,3,3,3,3,3,5,5,5,5,0,12,5
2521,1,17,1,3,2,3,3,1,1,2,3,1,2,2,4,2,0,12,8
2496,1,11,3,4,4,2,4,1,1,1,2,1,1,4,4,1,1,6,4
76,2,1,3,3,3,3,3,3,3,1,3,3,4,5,4,2,1,1,3
2500,5,13,3,5,4,4,3,2,2,2,2,2,4,4,4,4,1,6,4
1033,4,36,1,2,2,3,2,3,2,2,2,1,2,2,4,2,0,12,2
645,2,1,-98,3,3,3,3,2,2,2,2,2,2,4,4,2,2,6,8
476,4,16,4,1,2,1,3,1,3,2,2,1,1,1,4,1,0,12,1
1391,4,37,-98,3,3,3,3,3,3,3,3,3,4,4,4,4,2,6,6
1104,1,17,1,5,1,5,4,4,4,4,4,4,1,1,1,1,-1,-1,8
1784,2,16,3,3,2,4,4,2,2,3,2,2,1,2,2,2,0,12,6
1896,2,-98,3,2,3,3,3,2,3,3,2,2,2,4,2,4,0,12,2
2150,5,1,4,1,1,1,1,1,1,1,1,1,4,4,4,2,1,6,4
912,5,16,4,2,5,1,1,1,1,1,2,1,2,2,4,1,0,12,7
723,4,1,28,3,2,3,2,3,2,3,3,2,2,5,4,2,0,7,1
1364,2,30,1,3,3,3,3,3,3,3,3,3,5,5,5,5,1,6,1
1296,2,16,3,2,3,3,2,1,1,1,1,1,2,2,2,1,0,12,7
624,1,11,3,2,2,2,3,2,1,1,2,1,4,4,4,2,1,6,7
2495,5,13,13,4,2,3,3,3,1,4,3,3,4,4,4,2,-1,-1,3
75,2,13,4,2,1,2,2,2,2,2,2,2,2,2,2,1,0,8,6
424,2,20,1,2,4,4,4,1,4,2,3,3,5,5,5,5,0,12,5
1467,4,16,3,1,1,1,2,1,1,1,2,1,1,1,1,1,0,12,5
1771,2,1,1,3,3,2,2,1,1,2,1,2,2,4,4,2,2,6,6
1781,2,11,97,2,3,3,4,3,2,4,3,1,2,4,4,2,1,1,4
358,4,34,1,4,4,4,3,2,3,3,2,3,2,2,4,2,1,1,4
1982,2,11,3,4,4,2,2,2,1,3,2,1,1,2,1,1,1,1,1
1566,4,96,13,2,2,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1
1245,2,6,1,2,2,2,4,2,1,1,1,1,4,4,4,4,0,12,2
106,4,16,3,2,3,2,2,2,2,2,2,2,4,4,2,4,0,12,5
1385,5,16,3,2,1,1,3,3,2,2,3,1,1,2,4,2,0,8,5
2547,2,11,4,2,2,4,4,3,2,3,3,3,4,4,4,4,1,6,2
975,2,13,11,5,5,5,5,2,4,3,3,3,4,4,2,4,0,8,6
1333,4,11,4,1,1,1,2,1,1,1,1,1,2,4,4,2,0,12,5
696,4,5,4,1,1,1,1,1,1,1,2,1,2,5,2,2,2,6,4
1901,1,11,3,4,4,4,2,1,1,4,3,1,2,4,4,2,0,8,4
1877,4,11,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,4
891,2,13,1,2,2,1,2,1,1,2,2,1,4,4,2,4,0,12,5
1313,4,11,4,3,3,3,3,2,3,4,3,2,2,2,1,4,1,1,1
